Entire Dataset 690,AUC,Accuracy,Mean,165 Datasets (CBLANE),AUC,Accuracy
wgEncodeAwgTfbsSydhHelas3Mazab85725IggrabUniPk,0.8884897232,0.8014911413,,,,
wgEncodeAwgTfbsHaibGm12892Pol24h8V0416102UniPk,0.9535143971,0.8869675398,,,,
wgEncodeAwgTfbsSydhHelas3Elk112771IggrabUniPk,0.9672876596,0.8956249952,,,,
wgEncodeAwgTfbsSydhK562Nfe2UniPk,0.902679801,0.8118689656,,,,
wgEncodeAwgTfbsSydhHelas3Ini1IggmusUniPk,0.956269145,0.8738116026,,,,
wgEncodeAwgTfbsHaibA549NrsfV0422111Etoh02UniPk,0.9822748899,0.9287090302,,,,
wgEncodeAwgTfbsSydhMcf7Gata3UcdUniPk,0.8610191345,0.7747184038,,,,
wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk,0.8889365196,0.8180628419,,,,
wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk,0.9154976606,0.8050706387,,,,
wgEncodeAwgTfbsSydhH1hescMaxUcdUniPk,0.9324688315,0.8524395227,,,,
wgEncodeAwgTfbsSydhK562Gtf2f1ab28179IggrabUniPk,0.9590533972,0.8905547261,,,,
wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk,0.9751979709,0.9279465675,,,,
wgEncodeAwgTfbsSydhK562Bach1sc14700IggrabUniPk,0.9703377485,0.905590713,,,,
wgEncodeAwgTfbsHaibH1hescPol2V0416102UniPk,0.9591856599,0.8878048658,,,,
wgEncodeAwgTfbsHaibGm12878Stat5asc74442V0422111UniPk,0.9524520636,0.8770019412,,,,
wgEncodeAwgTfbsSydhGm18526Pol2IggmusUniPk,0.9616369605,0.8929539323,,,,
wgEncodeAwgTfbsHaibK562Ets1V0416101UniPk,0.941173315,0.8689320683,,,,
wgEncodeAwgTfbsSydhHelas3Stat1Ifng30UniPk,0.9389938712,0.8540095091,,,,
wgEncodeAwgTfbsSydhHelas3Pol2UniPk,0.951929152,0.8861855865,,,,
wgEncodeAwgTfbsSydhRajiPol2UcdUniPk,0.9191675186,0.8373007178,,,,
wgEncodeAwgTfbsSydhK562Pol2s2IggrabUniPk,0.871596992,0.7832092047,,,,
wgEncodeAwgTfbsSydhHelas3Tf3c110UniPk,0.977402091,0.9336124659,,,,
wgEncodeAwgTfbsSydhGm12878Bhlhe40cIggmusUniPk,0.97791785,0.9293534756,,,,
wgEncodeAwgTfbsSydhK562Mxi1af4185IggrabUniPk,0.8911526203,0.8037696481,,,,
wgEncodeAwgTfbsSydhGm19193NfkbTnfaIggrabUniPk,0.9644203782,0.8961557746,,,,
wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk,0.8974145651,0.8097136617,,,,
wgEncodeAwgTfbsHaibA549Elf1V0422111Etoh02UniPk,0.9186735153,0.7969821692,,,,
wgEncodeAwgTfbsSydhK562Brg1IggmusUniPk,0.9391258955,0.8670495152,,,,
wgEncodeAwgTfbsSydhPbdefetalGata1UcdUniPk,0.9595620036,0.8900853395,,,,
wgEncodeAwgTfbsBroadK562Sap3039731UniPk,0.9914977551,0.9618532658,,,,
wgEncodeAwgTfbsSydhK562Usf2IggrabUniPk,0.9494977593,0.8794308305,,,,
wgEncodeAwgTfbsSydhHepg2TbpIggrabUniPk,0.9586879611,0.8779841065,,,,
wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk,0.9336057305,0.8541392684,,,,
wgEncodeAwgTfbsBroadHsmmtEzh239875UniPk,0.9255908132,0.8539220095,,,,
wgEncodeAwgTfbsHaibGm12878Mta3sc81325V0422111UniPk,0.9496741295,0.8783537149,,,,
wgEncodeAwgTfbsUtaH1hescPol2UniPk,0.897929728,0.8117810488,,,,
wgEncodeAwgTfbsHaibPanc1Sin3ak20V0416101UniPk,0.9416132569,0.8657407165,,,,
wgEncodeAwgTfbsBroadK562Pol2bUniPk,0.9730145931,0.91750741,,,,
wgEncodeAwgTfbsSydhGm15510Pol2IggmusUniPk,0.959280014,0.881984055,,,,
wgEncodeAwgTfbsUtaHepg2CmycUniPk,0.8692654967,0.782546699,,,,
wgEncodeAwgTfbsHaibEcc1GrV0416102Dex100nmUniPk,0.980676949,0.918604672,,,,
wgEncodeAwgTfbsUtaGm19238CtcfUniPk,0.8948547244,0.8948547244,,,,
wgEncodeAwgTfbsUwCaco2CtcfUniPk,0.9897994399,0.9897994399,,,,
wgEncodeAwgTfbsSydhGm12878Rad21IggrabUniPk,0.9838019013,0.9838019013,,,,
wgEncodeAwgTfbsHaibEcc1Pol2V0416102Dm002p1hUniPk,0.9860032797,0.9860032797,,,,
wgEncodeAwgTfbsSydhMcf10aesCfosTam112hHvdUniPk,0.9503736496,0.9503736496,,,,
wgEncodeAwgTfbsUtaMcf7CtcfSerumstimUniPk,0.9551540017,0.9551540017,,,,
wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk,0.8946910501,0.8946910501,,,,
wgEncodeAwgTfbsUtaMcf7Pol2SerumstimUniPk,0.8977946639,0.8977946639,,,,
wgEncodeAwgTfbsHaibA549Pol2Pcr2xEtoh02UniPk,0.9902596474,0.9902596474,,,,
wgEncodeAwgTfbsSydhK562P300IggrabUniPk,0.9916282892,0.9916282892,,,,
wgEncodeAwgTfbsSydhShsy5yGata2UcdUniPk,0.8918704987,0.8918704987,,,,
wgEncodeAwgTfbsSydhHuvecCjunUniPk,0.9662492275,0.9662492275,,,,
wgEncodeAwgTfbsHaibA549Pol2Pcr2xDex100nmUniPk,0.9840590358,0.9840590358,,,,
wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk,0.8889956474,0.8889956474,,,,
wgEncodeAwgTfbsHaibK562E2f6V0416102UniPk,0.9775607586,0.9775607586,,,,
wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk,0.9771632552,0.9771632552,,,,
wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk,0.990555048,0.990555048,,,,
wgEncodeAwgTfbsBroadHsmmtCtcfUniPk,0.9881675243,0.9881675243,,,,
wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk,0.976739347,0.976739347,,,,
wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk,0.9915798306,0.9915798306,,,,
wgEncodeAwgTfbsHaibEcc1CtcfcV0416102Dm002p1hUniPk,0.9887542129,0.9887542129,,,,
wgEncodeAwgTfbsUwHek293CtcfUniPk,0.9616391063,0.9616391063,,,,
wgEncodeAwgTfbsUwHpfCtcfUniPk,0.9915300012,0.9915300012,,,,
wgEncodeAwgTfbsUwMcf7CtcfUniPk,0.9922977686,0.9922977686,,,,
wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk,0.9867664576,0.9867664576,,,,
wgEncodeAwgTfbsUtaProgfibCtcfUniPk,0.9929369688,0.9929369688,,,,
wgEncodeAwgTfbsUwWerirb1CtcfUniPk,0.9785585999,0.9785585999,,,,
wgEncodeAwgTfbsUtaGm19240CtcfUniPk,0.9090177417,0.9090177417,,,,
wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk,0.9930303693,0.9930303693,,,,
wgEncodeAwgTfbsUtaMcf7CtcfEstroUniPk,0.9295119643,0.9295119643,,,,
wgEncodeAwgTfbsUwBjCtcfUniPk,0.9867478013,0.9867478013,,,,
wgEncodeAwgTfbsSydhImr90CebpbIggrabUniPk,0.9885858297,0.9885858297,,,,
wgEncodeAwgTfbsHaibGm12878Rad21V0416101UniPk,0.9870802164,0.9870802164,,,,
wgEncodeAwgTfbsHaibK562Cbx3sc101004V0422111UniPk,0.9896807075,0.9896807075,,,,
wgEncodeAwgTfbsSydhK562MaxIggrabUniPk,0.9913810492,0.9913810492,,,,
wgEncodeAwgTfbsUtaMcf7Pol2SerumstvdUniPk,0.9182494283,0.9182494283,,,,
wgEncodeAwgTfbsHaibH1hescPol24h8V0416102UniPk,0.9912599921,0.9912599921,,,,
wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk,0.9804689884,0.9804689884,,,,
wgEncodeAwgTfbsBroadNhaCtcfUniPk,0.9947357178,0.9947357178,,,,
wgEncodeAwgTfbsSydhK562CmycIfng30UniPk,0.9838536382,0.9838536382,,,,
wgEncodeAwgTfbsUwGm12864CtcfUniPk,0.9772566557,0.9772566557,,,,
wgEncodeAwgTfbsUwGm12875CtcfUniPk,0.992708981,0.992708981,,,,
wgEncodeAwgTfbsHaibHelas3Pol2Pcr1xUniPk,0.9771712422,0.9771712422,,,,
wgEncodeAwgTfbsHaibT47dCtcfsc5916V0416102Dm002p1hUniPk,0.9299800992,0.9299800992,,,,
wgEncodeAwgTfbsUtaFibroblCtcfUniPk,0.9935840964,0.9935840964,,,,
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk,0.9568014145,0.9568014145,,,,
wgEncodeAwgTfbsBroadNhekCtcfUniPk,0.9577946067,0.9577946067,,,,
wgEncodeAwgTfbsBroadNhlfCtcfUniPk,0.8996368051,0.8996368051,,,,
wgEncodeAwgTfbsUwAg10803CtcfUniPk,0.9906737208,0.9906737208,,,,
wgEncodeAwgTfbsUwRptecCtcfUniPk,0.9887679815,0.9887679815,,,,
wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk,0.9890133739,0.9890133739,,,,
wgEncodeAwgTfbsHaibSknshraUsf1sc8983V0416102UniPk,0.9392461181,0.9392461181,,,,
wgEncodeAwgTfbsUwGm12872CtcfUniPk,0.9902334809,0.9902334809,,,,
wgEncodeAwgTfbsSydhK562MaffIggrabUniPk,0.994056046,0.994056046,,,,
wgEncodeAwgTfbsHaibA549Fosl2V0422111Etoh02UniPk,0.9728153944,0.9728153944,,,,
wgEncodeAwgTfbsSydhK562Bhlhe40nb100IggrabUniPk,0.9891444445,0.9891444445,,,,
wgEncodeAwgTfbsUwHvmfCtcfUniPk,0.9910447598,0.9910447598,,,,
wgEncodeAwgTfbsSydhHelas3JundIggrabUniPk,0.9933497906,0.9933497906,,,,
wgEncodeAwgTfbsUwHmfCtcfUniPk,0.9910841584,0.9910841584,,,,
wgEncodeAwgTfbsSydhHepg2JundIggrabUniPk,0.9907286167,0.9907286167,,,,
wgEncodeAwgTfbsUwHcmCtcfUniPk,0.9754530191,0.9754530191,,,,
wgEncodeAwgTfbsSydhHelas3Rad21IggrabUniPk,0.8613792658,0.8613792658,,,,
wgEncodeAwgTfbsSydhGm12878Pol2IggmusUniPk,0.901493907,0.901493907,,,,
wgEncodeAwgTfbsUtaGm12878CtcfUniPk,0.9699359536,0.9699359536,,,,
wgEncodeAwgTfbsUchicagoK562EjundUniPk,0.9794577956,0.9794577956,,,,
wgEncodeAwgTfbsUwAg09319CtcfUniPk,0.970877707,0.970877707,,,,
wgEncodeAwgTfbsHaibHepg2Pol2Pcr2xUniPk,0.9756601453,0.9756601453,,,,
wgEncodeAwgTfbsSydhGm12878Ctcfsc15914c20UniPk,0.9415830374,0.9415830374,,,,
wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk,0.9915408492,0.9915408492,,,,
wgEncodeAwgTfbsUwSaecCtcfUniPk,0.9712892771,0.9712892771,,,,
wgEncodeAwgTfbsSydhMcf10aesCfosTam14hHvdUniPk,0.9859876633,0.9859876633,,,,
wgEncodeAwgTfbsUwNhlfCtcfUniPk,0.9135687947,0.9135687947,,,,
wgEncodeAwgTfbsUtaGm12891CtcfUniPk,0.9919734001,0.9919734001,,,,
wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk,0.9835067391,0.9835067391,,,,
wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk,0.9945437312,0.9945437312,,,,
wgEncodeAwgTfbsSydhHepg2CebpbIggrabUniPk,0.9566657543,0.9566657543,,,,
wgEncodeAwgTfbsSydhMcf10aesCfosTamHvdUniPk,0.9904002547,0.9904002547,,,,
wgEncodeAwgTfbsHaibGm12878Runx3sc101553V0422111UniPk,0.935259521,0.935259521,,,,
wgEncodeAwgTfbsSydhHek293Kap1UcdUniPk,0.987423718,0.987423718,,,,
wgEncodeAwgTfbsSydhGm12878Ebf1sc137065UniPk,0.9907335043,0.9907335043,,,,
wgEncodeAwgTfbsSydhK562CmycIfng6hUniPk,0.9776309133,0.9776309133,,,,
wgEncodeAwgTfbsBroadHelas3CtcfUniPk,0.9337725639,0.9337725639,,,,
wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk,0.9948297739,0.9948297739,,,,
wgEncodeAwgTfbsHaibH1hescTaf1V0416102UniPk,0.9605594277,0.9605594277,,,,
wgEncodeAwgTfbsUtaHelas3CtcfUniPk,0.9658597708,0.9658597708,,,,
wgEncodeAwgTfbsUtaH1hescCtcfUniPk,0.9862269163,0.9862269163,,,,
wgEncodeAwgTfbsSydhGm12891Pol2IggmusUniPk,0.9589514732,0.9589514732,,,,
wgEncodeAwgTfbsHaibGm12878Elf1sc631V0416101UniPk,0.8793177605,0.8793177605,,,,
wgEncodeAwgTfbsSydhGm12891NfkbTnfaIggrabUniPk,0.9563597441,0.9563597441,,,,
wgEncodeAwgTfbsSydhHepg2Smc3ab9263IggrabUniPk,0.9659343362,0.9659343362,,,,
wgEncodeAwgTfbsSydhHct116Tcf7l2UcdUniPk,0.9152809978,0.9152809978,,,,
wgEncodeAwgTfbsHaibK562Egr1V0416101UniPk,0.977861166,0.977861166,,,,
wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk,0.9956053495,0.9956053495,,,,
wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk,0.9799675941,0.9799675941,,,,
wgEncodeAwgTfbsSydhImr90Rad21IggrabUniPk,0.9584453106,0.9584453106,,,,
wgEncodeAwgTfbsUwNb4CtcfUniPk,0.9881350398,0.9881350398,,,,
wgEncodeAwgTfbsHaibSknshraRad21V0416102UniPk,0.9834057689,0.9834057689,,,,
wgEncodeAwgTfbsSydhGm18951Pol2IggmusUniPk,0.990518868,0.990518868,,,,
wgEncodeAwgTfbsBroadOsteoblCtcfUniPk,0.8537217975,0.8537217975,,,,
wgEncodeAwgTfbsSydhH1hescRad21IggrabUniPk,0.9940886497,0.9940886497,,,,
wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk,0.9453129768,0.9453129768,,,,
wgEncodeAwgTfbsHaibGm12878Tcf12Pcr1xUniPk,0.9800023437,0.9800023437,,,,
wgEncodeAwgTfbsUwSknshraCtcfUniPk,0.9931487441,0.9931487441,,,,
wgEncodeAwgTfbsSydhK562Mazab85725IggrabUniPk,0.9909215569,0.9909215569,,,,
wgEncodeAwgTfbsSydhK562CmycIggrabUniPk,0.8888196349,0.8888196349,,,,
wgEncodeAwgTfbsUwHacCtcfUniPk,0.8950490952,0.8950490952,,,,
wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk,0.9044688344,0.9044688344,,,,
wgEncodeAwgTfbsSydhK562Smc3ab9263IggrabUniPk,0.9907495975,0.9907495975,,,,
wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk,0.9758397341,0.9758397341,,,,
wgEncodeAwgTfbsUwHpafCtcfUniPk,0.9930874109,0.9930874109,,,,
wgEncodeAwgTfbsSydhK562CebpbIggrabUniPk,0.9743469954,0.9743469954,,,,
wgEncodeAwgTfbsBroadHsmmCtcfUniPk,0.8697806001,0.8697806001,,,,
wgEncodeAwgTfbsSydhHuvecGata2UcdUniPk,0.9943893552,0.9943893552,,,,
wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk,0.9940364957,0.9940364957,,,,
wgEncodeAwgTfbsUwHreCtcfUniPk,0.9929140806,0.9929140806,,,,
wgEncodeAwgTfbsSydhH1hescSin3anb6001263IggrabUniPk,0.9740667939,0.9740667939,,,,
wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk,0.9911946654,0.9911946654,,,,
wgEncodeAwgTfbsSydhH1hescZnf143IggrabUniPk,0.9757117629,0.9757117629,,,,
wgEncodeAwgTfbsSydhMcf10aesCmycTam14hHvdUniPk,0.9238111973,0.9238111973,,,,
wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk,0.9325066209,0.9325066209,,,,
wgEncodeAwgTfbsUtaHepg2CtcfUniPk,0.9911519885,0.9911519885,,,,
wgEncodeAwgTfbsSydhMcf10aesPol2Etoh01UniPk,0.9903100133,0.9903100133,,,,
wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk,0.9511392713,0.9511392713,,,,
wgEncodeAwgTfbsUtaMcf7CtcfUniPk,0.8965830803,0.8965830803,,,,
wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk,0.9863305092,0.9863305092,,,,
wgEncodeAwgTfbsUwBe2cCtcfUniPk,0.976918757,0.976918757,,,,
wgEncodeAwgTfbsUwGm12874CtcfUniPk,0.9889773726,0.9889773726,,,,
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk,0.9956886768,0.9956886768,,,,
wgEncodeAwgTfbsSydhNb4MaxUniPk,0.9726196527,0.9726196527,,,,
wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk,0.9586836696,0.9586836696,,,,
wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk,0.9773722887,0.9773722887,,,,
wgEncodeAwgTfbsSydhK562Znf143IggrabUniPk,0.9932355881,0.9932355881,,,,
wgEncodeAwgTfbsSydhHepg2Mafkab50322IggrabUniPk,0.989751339,0.989751339,,,,
wgEncodeAwgTfbsHaibGm12891Pu1Pcr1xUniPk,0.9319545031,0.9319545031,,,,
wgEncodeAwgTfbsHaibA549GrPcr1xDex50nmUniPk,0.9941408634,0.9941408634,,,,
wgEncodeAwgTfbsUwHbmecCtcfUniPk,0.9604052305,0.9604052305,,,,
wgEncodeAwgTfbsHaibSknshPol24h8V0416101UniPk,0.9414064884,0.9414064884,,,,
wgEncodeAwgTfbsSydhGm18505Pol2IggmusUniPk,0.9853604436,0.9853604436,,,,
wgEncodeAwgTfbsSydhHepg2Rad21IggrabUniPk,0.9830641747,0.9830641747,,,,
wgEncodeAwgTfbsUwAg09309CtcfUniPk,0.959115386,0.959115386,,,,
wgEncodeAwgTfbsSydhNb4CmycUniPk,0.9691951275,0.9691951275,,,,
wgEncodeAwgTfbsUwHrpeCtcfUniPk,0.9840158224,0.9840158224,,,,
wgEncodeAwgTfbsSydhPbdeGata1UcdUniPk,0.9861008525,0.9861008525,,,,
wgEncodeAwgTfbsSydhHelas3P300sc584sc584IggrabUniPk,0.9566663504,0.9566663504,,,,
wgEncodeAwgTfbsUwAoafCtcfUniPk,0.9977353811,0.9977353811,,,,
wgEncodeAwgTfbsSydhHelas3CebpbIggrabUniPk,0.9308969378,0.9308969378,,,,
wgEncodeAwgTfbsUtaA549CtcfUniPk,0.8749913573,0.8749913573,,,,
wgEncodeAwgTfbsSydhGm19099Pol2IggmusUniPk,0.9553647041,0.9553647041,,,,
wgEncodeAwgTfbsUwGm12873CtcfUniPk,0.9945755005,0.9945755005,,,,
wgEncodeAwgTfbsUwGm12865CtcfUniPk,0.9840019941,0.9840019941,,,,
wgEncodeAwgTfbsSydhMcf10aesCmycEtoh01HvdUniPk,0.9955809712,0.9955809712,,,,
wgEncodeAwgTfbsSydhMcf10aesCfosEtoh01HvdUniPk,0.9915065169,0.9915065169,,,,
wgEncodeAwgTfbsUwNhekCtcfUniPk,0.9226790071,0.9226790071,,,,
wgEncodeAwgTfbsSydhImr90CtcfbIggrabUniPk,0.9864739776,0.9864739776,,,,
wgEncodeAwgTfbsUtaGlioblaCtcfUniPk,0.9750740528,0.9750740528,,,,
wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk,0.9457911849,0.9457911849,,,,
wgEncodeAwgTfbsBroadHepg2CtcfUniPk,0.9313107729,0.9313107729,,,,
wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01bUniPk,0.9867883921,0.9867883921,,,,
wgEncodeAwgTfbsUtaGm19239CtcfUniPk,0.993137598,0.993137598,,,,
wgEncodeAwgTfbsSydhA549Rad21IggrabUniPk,0.9936653376,0.9936653376,,,,
wgEncodeAwgTfbsUwGm12878CtcfUniPk,0.9833666682,0.9833666682,,,,
wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk,0.9888544679,0.9888544679,,,,
wgEncodeAwgTfbsHaibGm12878Pol2Pcr2xUniPk,0.988409102,0.988409102,,,,
wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01cUniPk,0.9932384491,0.9932384491,,,,
wgEncodeAwgTfbsSydhMcf7Hae2f1UcdUniPk,0.951040864,0.951040864,,,,
wgEncodeAwgTfbsHaibGm12878Ebf1sc137065Pcr1xUniPk,0.9918785691,0.9918785691,,,,
wgEncodeAwgTfbsHaibGm12878Pax5n19Pcr1xUniPk,0.9889219999,0.9889219999,,,,
wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk,0.9866092205,0.9866092205,,,,
wgEncodeAwgTfbsBroadGm12878CtcfUniPk,0.8981903791,0.8981903791,,,,
wgEncodeAwgTfbsHaibH1hescRad21V0416102UniPk,0.9946360588,0.9946360588,,,,
wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk,0.9656078219,0.9656078219,,,,
wgEncodeAwgTfbsSydhHepg2Pol2ForsklnUniPk,0.9120613337,0.9120613337,,,,
wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk,0.9599627852,0.9599627852,,,,
wgEncodeAwgTfbsHaibGm12878Atf2sc81188V0422111UniPk,0.9864007235,0.9864007235,,,,
wgEncodeAwgTfbsUwHmecCtcfUniPk,0.99212116,0.99212116,,,,
wgEncodeAwgTfbsSydhK562Ccnt2UniPk,0.990868628,0.990868628,,,,
wgEncodeAwgTfbsUwHelas3CtcfUniPk,0.9797810912,0.9797810912,,,,
wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk,0.9919708371,0.9919708371,,,,
wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk,0.9356796145,0.9356796145,,,,
wgEncodeAwgTfbsUtaMcf7CmycSerumstimUniPk,0.9575240612,0.9575240612,,,,
wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk,0.9944911599,0.9944911599,,,,
wgEncodeAwgTfbsUwHcfaaCtcfUniPk,0.9908620119,0.9908620119,,,,
wgEncodeAwgTfbsHaibT47dFoxa1sc6553V0416102Dm002p1hUniPk,0.8904129863,0.8904129863,,,,
wgEncodeAwgTfbsSydhHelas3Chd2IggrabUniPk,0.9435851574,0.9435851574,,,,
wgEncodeAwgTfbsBroadH1hescCtcfUniPk,0.9960545301,0.9960545301,,,,
wgEncodeAwgTfbsSydhMcf10aesStat3Tam112hHvdUniPk,0.9936739206,0.9936739206,,,,
wgEncodeAwgTfbsUwGm06990CtcfUniPk,0.9771973491,0.9771973491,,,,
wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk,0.9962349534,0.9962349534,,,,
wgEncodeAwgTfbsUwAg04449CtcfUniPk,0.9879763722,0.9879763722,,,,
wgEncodeAwgTfbsUwK562CtcfUniPk,0.9753521085,0.9753521085,,,,
wgEncodeAwgTfbsUwWi38CtcfUniPk,0.9903256893,0.9903256893,,,,
wgEncodeAwgTfbsSydhGm12878Smc3ab9263IggmusUniPk,0.9208363295,0.9208363295,,,,
wgEncodeAwgTfbsSydhGm19193Pol2IggmusUniPk,0.8582216501,0.8582216501,,,,
wgEncodeAwgTfbsBroadDnd41CtcfUniPk,0.9955464602,0.9955464602,,,,
wgEncodeAwgTfbsUtaGm12892CtcfUniPk,0.9557753801,0.9557753801,,,,
wgEncodeAwgTfbsUwHffmycCtcfUniPk,0.9915255904,0.9915255904,,,,
wgEncodeAwgTfbsUwHepg2CtcfUniPk,0.9936156273,0.9936156273,,,,
wgEncodeAwgTfbsUtaNhekCtcfUniPk,0.944044888,0.944044888,,,,
wgEncodeAwgTfbsUwNhdfneoCtcfUniPk,0.9897274971,0.9897274971,,,,
wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk,0.9098113775,0.9098113775,,,,
wgEncodeAwgTfbsUtaHuvecCtcfUniPk,0.9917963743,0.9917963743,,,,
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk,0.9930599332,0.9930599332,,,,
wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk,0.8896377683,0.8896377683,,,,
wgEncodeAwgTfbsUwHuvecCtcfUniPk,0.9899393916,0.9899393916,,,,
wgEncodeAwgTfbsUwHaspCtcfUniPk,0.9840986133,0.9840986133,,,,
wgEncodeAwgTfbsHaibK562MaxV0416102UniPk,0.9732341766,0.9732341766,,,,
wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk,0.9422873855,0.9422873855,,,,
wgEncodeAwgTfbsBroadNhdfadCtcfUniPk,0.9409316182,0.9409316182,,,,
wgEncodeAwgTfbsUwAg04450CtcfUniPk,0.9930921793,0.9930921793,,,,
wgEncodeAwgTfbsHaibHct116Pol24h8V0416101UniPk,0.9720165133,0.9720165133,,,,
wgEncodeAwgTfbsHaibGm12878Foxm1sc502V0422111UniPk,0.9917334914,0.9917334914,,,,
wgEncodeAwgTfbsSydhK562JundIggrabUniPk,0.8993512988,0.8993512988,,,,
wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk,0.9917861223,0.9917861223,,,,
wgEncodeAwgTfbsUwHct116CtcfUniPk,0.9861977696,0.9861977696,,,,
wgEncodeAwgTfbsUwHcpeCtcfUniPk,0.9923892021,0.9923892021,,,,
wgEncodeAwgTfbsUwA549CtcfUniPk,0.9922087193,0.9922087193,,,,
wgEncodeAwgTfbsBroadK562CtcfUniPk,0.9891921878,0.9891921878,,,,
wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk,0.929846704,0.929846704,,,,
wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk,0.905769527,0.905769527,,,,
wgEncodeAwgTfbsSydhMcf10aesStat3TamUniPk,0.955791235,0.955791235,,,,
wgEncodeAwgTfbsSydhHepg2Mafksc477IggrabUniPk,0.9482734203,0.9482734203,,,,
wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk,0.9923164248,0.9923164248,,,,
wgEncodeAwgTfbsUtaMcf7CmycVehUniPk,0.8927695155,0.8927695155,,,,
wgEncodeAwgTfbsSydhU2osSetdb1UcdUniPk,0.9916703105,0.9916703105,,,,
wgEncodeAwgTfbsSydhImr90MafkIggrabUniPk,0.9288406968,0.9288406968,,,,
wgEncodeAwgTfbsBroadHmecCtcfUniPk,0.9287208319,0.9287208319,,,,
wgEncodeAwgTfbsUwHffCtcfUniPk,0.9391806722,0.9391806722,,,,
wgEncodeAwgTfbsHaibT47dGata3sc268V0416102Dm002p1hUniPk,0.9814904332,0.9814904332,,,,
wgEncodeAwgTfbsSydhGm12892Pol2IggmusUniPk,0.8822276592,0.8822276592,,,,
wgEncodeAwgTfbsHaibSknshraP300V0416102UniPk,0.9366388917,0.9366388917,,,,
wgEncodeAwgTfbsSydhHelas3MaxIggrabUniPk,0.9878103137,0.9878103137,,,,
wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk,0.9195213914,0.9195213914,,,,
wgEncodeAwgTfbsUtaK562CtcfUniPk,0.9434562325,0.9434562325,,,,
wgEncodeAwgTfbsSydhHelas3Smc3ab9263IggrabUniPk,0.9874218106,0.9874218106,,,,
wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk,0.9274469018,0.9274469018,,,,
wgEncodeAwgTfbsSydhHelas3CjunIggrabUniPk,0.993004024,0.993004024,,,,
wgEncodeAwgTfbsSydhHepg2Mxi1UniPk,0.9815834761,0.9815834761,,,,
